"","time","n1","n2","replicate"
"140",131.034482758621,150.56639863707,84.6236267736724,5
"141",137.931034482759,146.513004039891,89.0451756540459,5
"142",144.827586206897,152.085185388253,77.9637469672325,5
"143",151.724137931034,154.156673872658,78.8271287942165,5
"144",158.620689655172,148.976763957865,79.9570843706266,5
"145",165.51724137931,150.140339007482,78.5567957606175,5
"146",172.413793103448,157.375665684254,77.1010983268306,5
"147",179.310344827586,154.701980154968,81.8009575734932,5
"148",186.206896551724,151.256631295057,73.4686586573006,5
"149",193.103448275862,147.715805761353,77.0731306757222,5
"150",200,159.529837932175,78.4562959580204,5
"151",0,4.84185696370313,9.25801910094026,6
"152",6.89655172413793,7.31536908012025,21.3258965378454,6
"153",13.7931034482759,11.5743278259846,45.5934730882396,6
"154",20.6896551724138,18.9901716371733,70.3614201638611,6
"155",27.5862068965517,27.6108695634958,112.259641911257,6
"156",34.4827586206897,39.1583273179249,136.50807370826,6
"157",41.3793103448276,54.013713873574,146.063615055466,6
"158",48.2758620689655,73.8623263459005,154.872927388026,6
"159",55.1724137931034,90.233898458286,142.439443914274,6
"160",62.0689655172414,101.177824684162,137.866183697614,6
"161",68.9655172413793,117.964398334804,123.155466028303,6
"162",75.8620689655172,130.154320007569,115.479472921108,6
"163",82.7586206896552,137.371264244594,108.731200781153,6
"164",89.6551724137931,136.084303850134,98.1250588458719,6
"165",96.551724137931,141.800127115821,93.4669116745522,6
"166",103.448275862069,143.526844319123,90.8504616505274,6
"167",110.344827586207,151.072927062859,90.9968159618302,6
"168",117.241379310345,151.989038915092,86.1020700973006,6
"169",124.137931034483,150.310485785008,89.096932635759,6
"170",131.034482758621,153.826102767113,83.3655606901978,6
"171",137.931034482759,155.628305975883,80.2660359578072,6
"172",144.827586206897,148.295361485052,82.9396670717246,6
"173",151.724137931034,157.163557921925,77.1057724444153,6
"174",158.620689655172,150.34002288099,79.8775506993672,6
"175",165.51724137931,154.836826426687,80.7297206070594,6
"176",172.413793103448,149.520622728574,80.3473791670604,6
"177",179.310344827586,161.633381093773,78.535830046761,6
"178",186.206896551724,153.778131549519,78.0255052798379,6
"179",193.103448275862,155.089440112739,76.066510625923,6
"180",200,147.672554056521,78.030051755749,6
