"","time","n","p","replicate"
"76",51.7241379310345,16.9196149459766,8.29804066898106,3
"77",55.1724137931034,15.6193669638388,7.6325869670326,3
"78",58.6206896551724,24.3132445638069,6.86782879813993,3
"79",62.0689655172414,24.1859251534594,9.67172159267107,3
"80",65.5172413793103,26.2097963778965,10.696291514346,3
"81",68.9655172413793,25.6946724927026,14.1206265096213,3
"82",72.4137931034483,15.9343657603722,12.918149361189,3
"83",75.8620689655172,17.7529104504337,12.5183117749147,3
"84",79.3103448275862,16.1831425263205,10.154688133202,3
"85",82.7586206896552,14.4074543175683,8.58359444618483,3
"86",86.2068965517241,17.6699228458829,7.78687334268222,3
"87",89.6551724137931,16.1941632526742,8.04322892626512,3
"88",93.1034482758621,22.623179937006,8.86653904700659,3
"89",96.551724137931,27.5206824720914,10.9447274892817,3
"90",100,24.015398799474,11.8019760882194,3
"91",0,16.1055669686319,7.09821943383468,4
"92",3.44827586206897,22.5636212340218,6.03799433670799,4
"93",6.89655172413793,27.6515087448352,7.57083688958392,4
"94",10.3448275862069,26.6504403176395,10.0761385291947,4
"95",13.7931034482759,24.4739796377683,13.1263932404299,4
"96",17.2413793103448,21.2512805673713,11.8536610253131,4
"97",20.6896551724138,19.1482078620934,12.611307082507,4
"98",24.1379310344828,13.2200359758741,10.8325609801567,4
"99",27.5862068965517,13.59778269336,8.78148766874645,4
"100",31.0344827586207,17.5302004716151,7.7112331098376,4
"101",34.4827586206897,23.3150965607208,7.86174992215161,4
"102",37.9310344827586,24.6314819851938,7.63685115736936,4
"103",41.3793103448276,28.1503553773401,9.71378015373588,4
"104",44.8275862068965,25.3856284329416,12.0340010617125,4
"105",48.2758620689655,22.5550302463786,13.0454661185432,4
"106",51.7241379310345,16.3497409783078,13.0933806688218,4
"107",55.1724137931034,16.9119805767166,11.6171615793335,4
"108",58.6206896551724,16.2921384503332,9.37541915393302,4
"109",62.0689655172414,17.6647491443139,9.01502800682468,4
"110",65.5172413793103,19.0154474913551,7.33629879297253,4
"111",68.9655172413793,20.6178353859947,8.73619062057075,4
"112",72.4137931034483,26.592756657837,9.37235116233178,4
"113",75.8620689655172,30.931995685324,11.2914539115063,4
"114",79.3103448275862,20.156155299947,13.8228109557388,4
"115",82.7586206896552,15.7957456909403,12.1340117007511,4
"116",86.2068965517241,14.671955185096,10.4165909195492,4
"117",89.6551724137931,14.5287276161772,10.0078839427154,4
"118",93.1034482758621,18.1489266890337,8.29337769037825,4
"119",96.551724137931,21.2880668955409,6.91779580701171,4
"120",100,24.031842350451,6.66860708842976,4
"121",0,21.7555762277056,5.64490653940529,5
"122",3.44827586206897,28.8901457382094,4.57640767874551,5
"123",6.89655172413793,39.9960445186911,7.94210851740166,5
"124",10.3448275862069,31.2435717300279,11.4030502734484,5
"125",13.7931034482759,24.6821788095829,17.6301655342375,5
"126",17.2413793103448,13.1241470023259,13.4228056671608,5
"127",20.6896551724138,9.13393926898844,9.80026216669151,5
"128",24.1379310344828,10.3626250776213,8.2801550336234,5
"129",27.5862068965517,12.481255511662,5.37486300968074,5
"130",31.0344827586207,17.4819722621771,5.86858828118274,5
"131",34.4827586206897,17.9990153191676,5.28892528711435,5
"132",37.9310344827586,27.3151011941054,6.22626045910417,5
"133",41.3793103448276,40.6322745416759,10.6895497277929,5
"134",44.8275862068965,27.0794281310315,17.538526240926,5
"135",48.2758620689655,15.8719765602543,16.2546897975791,5
"136",51.7241379310345,11.8454793862466,14.2639629044483,5
"137",55.1724137931034,10.1856727435591,10.3147062810272,5
"138",58.6206896551724,9.09320124680773,6.54682254494592,5
"139",62.0689655172414,16.8628541774811,4.52087097305989,5
"140",65.5172413793103,23.9731539820956,5.1894922298441,5
"141",68.9655172413793,25.7755104319302,5.74694989477321,5
"142",72.4137931034483,32.1319253201805,7.04069698506306,5
"143",75.8620689655172,35.641136422845,14.2978488216293,5
"144",79.3103448275862,18.5035406641731,21.9655491676026,5
"145",82.7586206896552,14.0055228360987,14.8723436920185,5
"146",86.2068965517241,10.0905796047968,12.4590708068639,5
"147",89.6551724137931,9.35060224605788,8.11919250680167,5
"148",93.1034482758621,13.8647688261073,6.4638164611287,5
"149",96.551724137931,14.6408211040392,4.59680127883568,5
"150",100,22.1057172751766,4.63041813296544,5
"151",0,26.650760073906,8.414833793239,6
"152",3.44827586206897,24.2009511763182,9.66651938336952,6
"153",6.89655172413793,28.9077655786155,11.5692370010117,6
"154",10.3448275862069,23.8311871210695,12.8547379804807,6
"155",13.7931034482759,16.0966575700357,15.2156361646471,6
"156",17.2413793103448,14.9362522533022,11.8752534407055,6
"157",20.6896551724138,16.2359627249597,9.39923097634344,6
"158",24.1379310344828,14.8671689634896,8.44982412238996,6
"159",27.5862068965517,17.6513259604424,8.12891967637732,6
"160",31.0344827586207,22.0126196160788,7.82553144474832,6
"161",34.4827586206897,29.764375359942,9.76648477992284,6
"162",37.9310344827586,26.8141095969226,10.8223059227582,6
"163",41.3793103448276,23.8184453593571,12.4918392934231,6
"164",44.8275862068965,20.53883547732,11.915515845783,6
"165",48.2758620689655,16.6982573157871,11.5463882848328,6
"166",51.7241379310345,14.7339247238559,10.8039713122565,6
"167",55.1724137931034,15.6946471920963,8.62359254196755,6
"168",58.6206896551724,20.2873249840621,6.78173654459329,6
"169",62.0689655172414,22.1606054919304,7.50994895122987,6
"170",65.5172413793103,25.1444331297803,7.28417480154826,6
"171",68.9655172413793,27.1458195124952,11.3686895703182,6
"172",72.4137931034483,23.095033696204,14.4918926867705,6
"173",75.8620689655172,20.3654899780474,14.5359186605334,6
"174",79.3103448275862,16.6826457992959,12.3598509191566,6
"175",82.7586206896552,16.0615605710549,10.7811955011169,6
"176",86.2068965517241,16.6471463552917,9.27255336570031,6
"177",89.6551724137931,16.9445669654028,7.49966695553489,6
"178",93.1034482758621,20.9284454461694,6.59360148820851,6
"179",96.551724137931,19.6321304018111,9.29786791042352,6
"180",100,27.7318413045436,9.78010344209521,6
